40.7177164,-73.99183542
40.7177164,-73.99183542
33.44943805,-112.00213969
33.44943805,-112.00213969
33.44638027,-111.90188756
33.44638027,-111.90188756
41.87824378,-87.62984336
41.87824378,-87.62984336
37.68868157,-122.40933037
37.68868157,-122.40933037
38.88616522,-77.04878333
38.88616522,-77.04878333
33.35734456,-111.82265411
33.35734456,-111.82265411
33.76663623,-84.39328918
33.76663623,-84.39328918
42.36321864,-71.07368761
42.36321864,-71.07368761
47.60624472,-122.33204383
47.60624472,-122.33204383
36.11722914,-115.17107342
36.11722914,-115.17107342
34.06039755,-118.24870903
34.06039755,-118.24870903
44.97794782,-93.26730089
44.97794782,-93.26730089
30.26718362,-97.74311928
30.26718362,-97.74311928
40.76687624,-73.83335349
40.76687624,-73.83335349
39.73583015,-104.98658043
39.73583015,-104.98658043
39.95168037,-75.16273592
39.95168037,-75.16273592
34.03548695,-118.43899772
34.03548695,-118.43899772
32.98089338,-117.07811798
32.98089338,-117.07811798
32.80302054,-96.76989743
32.80302054,-96.76989743
37.34787114,-121.94728722
37.34787114,-121.94728722
28.54350155,-81.37642862
28.54350155,-81.37642862
32.71134443,-117.15363875
32.71134443,-117.15363875
32.22171315,-110.92653515
32.22171315,-110.92653515
34.12740222,-118.35188373
34.12740222,-118.35188373
29.76269775,-95.3823137
29.76269775,-95.3823137
43.04053282,-87.91433257
43.04053282,-87.91433257
33.81730643,-117.89124917
33.81730643,-117.89124917
37.39029243,-122.08728644
37.39029243,-122.08728644
25.78581242,-80.21793804
25.78581242,-80.21793804
45.52348321,-122.67628042
45.52348321,-122.67628042
33.5697346,-112.31401584
33.5697346,-112.31401584
33.67430266,-117.85878927
33.67430266,-117.85878927
-6.21276666,106.84465981
-6.21276666,106.84465981
27.94944608,-82.4650736
27.94944608,-82.4650736
34.16021038,-118.22361657
34.16021038,-118.22361657
39.10009488,-94.5824387
39.10009488,-94.5824387
35.22726338,-80.84318162
35.22726338,-80.84318162
43.65295022,-79.38260887
43.65295022,-79.38260887
37.79314222,-122.26638327
37.79314222,-122.26638327
39.99683241,-82.99995493
39.99683241,-82.99995493
39.76845028,-86.15824943
39.76845028,-86.15824943
33.87298601,-118.36209115
33.87298601,-118.36209115
47.64522458,-122.16867482
47.64522458,-122.16867482
39.28625031,-76.61466929
39.28625031,-76.61466929
34.0489281,-111.0937311
